,id,title,quantityOptions,available,productType,crossSellSKUList,nixProduct,stickerBadges,sample,prices.price.currency,prices.price.amount,prices.unitPrice.unit,prices.unitPrice.price.currency,prices.unitPrice.price.amount,imageInfo.primaryView,badgesToDisplay.leftTop.image,badge.image,quantity,promotion.id,promotion.name,promotion.label,promotion.image,promotion.fromDate,promotion.toDate,promotion.validityPeriod,promotion.summary,promotion.offline,promotion.tags,promotion.badgeImage.main,promotion.stickerBadges,promotion.enablePromoAssistance,unavailabilityReason,reason,prices.promotionalPrice.currency,prices.promotionalPrice.amount
75,302232BAK,Jumbo Cherry Tomaten 250g,"[{'defaultAmount': 1, 'minimumAmount': 1, 'amountStep': 1, 'unit': 'pieces', 'maximumAmount': 99}]",True,Product,[],False,[],False,EUR,89,kg,EUR,356.0,"[{'url': 'https://ish-images-static.prod.cloud.jumbo.com/product_images/210820192303_302232BAK-1_360x360.png', 'height': 360, 'width': 360}]",https://www.jumbo.com/INTERSHOP/static/WFS/Jumbo-Site/Grocery/Jumbo-Grocery/nl_NL/PIMProductBadge/alp.png?test,https://www.jumbo.com/INTERSHOP/static/WFS/Jumbo-Site/Grocery/Jumbo-Grocery/nl_NL/PIMProductBadge/alp.png?test,250 G,,,,,,,,,,,,,,,,,
76,423362ZK,Jumbo Rucola Gewassen 85g,"[{'defaultAmount': 1, 'minimumAmount': 1, 'amountStep': 1, 'unit': 'pieces', 'maximumAmount': 99}]",True,Product,[],False,['https://www.jumbo.com/INTERSHOP/static/WFS/Jumbo-Site/Grocery/Jumbo-Grocery/nl_NL/PIMProductBadge/tht-3+.png'],False,EUR,89,kg,EUR,1047.0,"[{'url': 'https://ish-images-static.prod.cloud.jumbo.com/product_images/080420210941_362302ZK-1_360x360.png', 'height': 360, 'width': 360}]",https://www.jumbo.com/INTERSHOP/static/WFS/Jumbo-Site/Grocery/Jumbo-Grocery/nl_NL/PIMProductBadge/alp.png?test,https://www.jumbo.com/INTERSHOP/static/WFS/Jumbo-Site/Grocery/Jumbo-Grocery/nl_NL/PIMProductBadge/alp.png?test,85 g,,,,,,,,,,,,,,,,,
77,172425PAK,"Jumbo Frisse Magere Yoghurt 0,1% Vet 1L","[{'defaultAmount': 1, 'minimumAmount': 1, 'amountStep': 1, 'unit': 'pieces', 'maximumAmount': 99}]",True,Product,[],False,['https://www.jumbo.com/INTERSHOP/static/WFS/Jumbo-Site/Grocery/Jumbo-Grocery/nl_NL/PIMProductBadge/tht-7+.png'],False,EUR,85,l,EUR,85.0,"[{'url': 'https://ish-images-static.prod.cloud.jumbo.com/product_images/290720200317_172425PAK-1_360x360.png', 'height': 360, 'width': 360}]",https://www.jumbo.com/INTERSHOP/static/WFS/Jumbo-Site/Grocery/Jumbo-Grocery/nl_NL/PIMProductBadge/alp.png?test,https://www.jumbo.com/INTERSHOP/static/WFS/Jumbo-Site/Grocery/Jumbo-Grocery/nl_NL/PIMProductBadge/alp.png?test,1 L,,,,,,,,,,,,,,,,,
78,186036ZK,Jumbo Stroopwafels met Roomboter 468g,"[{'defaultAmount': 1, 'minimumAmount': 1, 'amountStep': 1, 'unit': 'pieces', 'maximumAmount': 99}]",True,Product,[],False,['https://www.jumbo.com/INTERSHOP/static/WFS/Jumbo-Site/Grocery/Jumbo-Grocery/nl_NL/PIMProductBadge/sticker_trophy_85x85.png'],False,EUR,165,kg,EUR,353.0,"[{'url': 'https://ish-images-static.prod.cloud.jumbo.com/product_images/121220192202_186036ZK-1_360x360.png', 'height': 360, 'width': 360}]",https://www.jumbo.com/INTERSHOP/static/WFS/Jumbo-Site/Grocery/Jumbo-Grocery/nl_NL/PIMProductBadge/alp.png?test,https://www.jumbo.com/INTERSHOP/static/WFS/Jumbo-Site/Grocery/Jumbo-Grocery/nl_NL/PIMProductBadge/alp.png?test,468 g,,,,,,,,,,,,,,,,,
79,360158DS,Jumbo Stokbrood met Kruidenboter 2 Stuks 350g,"[{'defaultAmount': 1, 'minimumAmount': 1, 'amountStep': 1, 'unit': 'pieces', 'maximumAmount': 99}]",True,Product,[],False,['https://www.jumbo.com/INTERSHOP/static/WFS/Jumbo-Site/Grocery/Jumbo-Grocery/nl_NL/PIMProductBadge/tht-10+.png'],False,EUR,134,kg,EUR,383.0,"[{'url': 'https://ish-images-static.prod.cloud.jumbo.com/product_images/150520210543_360158DS-1_360x360.png', 'height': 360, 'width': 360}]",,,350 g,,,,,,,,,,,,,,,,,
80,425053PAK,"Lipton Ice Tea Green Original 1, 5L","[{'defaultAmount': 1, 'minimumAmount': 1, 'amountStep': 1, 'unit': 'pieces', 'maximumAmount': 99}]",True,Product,[],False,[],False,EUR,249,l,EUR,166.0,"[{'url': 'https://ish-images-static.prod.cloud.jumbo.com/product_images/160620212327_425053PAK-1_360x360.png', 'height': 360, 'width': 360}]",,,"1,5 L",,,,,,,,,,,,,,,,,
81,306013KGR,Jumbo Elstar Appels (1 kg 5 a 7 Stuks),"[{'defaultAmount': 1000, 'minimumAmount': 1000, 'amountStep': 1000, 'unit': 'grams', 'maximumAmount': 999000}]",True,Product,[],False,[],False,EUR,199,kg,EUR,199.0,"[{'url': 'https://ish-images-static.prod.cloud.jumbo.com/product_images/120920190017_306013KGR-1_360x360.png', 'height': 360, 'width': 360}]",https://www.jumbo.com/INTERSHOP/static/WFS/Jumbo-Site/Grocery/Jumbo-Grocery/nl_NL/PIMProductBadge/alp.png?test,https://www.jumbo.com/INTERSHOP/static/WFS/Jumbo-Site/Grocery/Jumbo-Grocery/nl_NL/PIMProductBadge/alp.png?test,,,,,,,,,,,,,,,,,,
82,308387BAK,Jumbo Kipblokjes 275g,"[{'defaultAmount': 1, 'minimumAmount': 1, 'amountStep': 1, 'unit': 'pieces', 'maximumAmount': 99}]",True,Product,[],False,['https://www.jumbo.com/INTERSHOP/static/WFS/Jumbo-Site/Grocery/Jumbo-Grocery/nl_NL/PIMProductBadge/tht-3+.png'],False,EUR,352,kg,EUR,1280.0,"[{'url': 'https://ish-images-static.prod.cloud.jumbo.com/product_images/140920190630_308387BAK-1_360x360.png', 'height': 360, 'width': 360}]",,,275 g,,,,,,,,,,,,,,,,,
83,305425PAK,Jumbo Houdbare Halfvolle Melk Voordeelverpakking 6 x 1L,"[{'defaultAmount': 1, 'minimumAmount': 1, 'amountStep': 1, 'unit': 'pieces', 'maximumAmount': 99}]",True,Product,[],False,[],False,EUR,559,l,EUR,93.0,"[{'url': 'https://ish-images-static.prod.cloud.jumbo.com/product_images/271020210953_305425PAK-9_360x360.png', 'height': 360, 'width': 360}]",,,6 x 1 Liter,,,,,,,,,,,,,,,,,
84,428013FLS,"Jumbo Mineraalwater met Koolzuur 1,5L","[{'defaultAmount': 1, 'minimumAmount': 1, 'amountStep': 1, 'unit': 'pieces', 'maximumAmount': 99}]",True,Product,[],False,[],False,EUR,39,l,EUR,26.0,"[{'url': 'https://ish-images-static.prod.cloud.jumbo.com/product_images/170320211520_225536STK-1_360x360.png', 'height': 360, 'width': 360}]",https://www.jumbo.com/INTERSHOP/static/WFS/Jumbo-Site/Grocery/Jumbo-Grocery/nl_NL/PIMProductBadge/alp.png?test,https://www.jumbo.com/INTERSHOP/static/WFS/Jumbo-Site/Grocery/Jumbo-Grocery/nl_NL/PIMProductBadge/alp.png?test,1.5 L,,,,,,,,,,,,,,,,,
85,40489NET,Jumbo Perssinaasappelen 2kg,"[{'defaultAmount': 1, 'minimumAmount': 1, 'amountStep': 1, 'unit': 'pieces', 'maximumAmount': 99}]",True,Product,[],False,[],False,EUR,299,kg,EUR,150.0,"[{'url': 'https://ish-images-static.prod.cloud.jumbo.com/product_images/100520190450_40489NET-1_360x360.png', 'height': 360, 'width': 360}]",,,2 KG,,,,,,,,,,,,,,,,,
86,196113ZK,Jumbo Wortelen 1kg,"[{'defaultAmount': 1, 'minimumAmount': 1, 'amountStep': 1, 'unit': 'pieces', 'maximumAmount': 99}]",True,Product,[],False,[],False,EUR,85,kg,EUR,85.0,"[{'url': 'https://ish-images-static.prod.cloud.jumbo.com/product_images/080520191455_196113ZK-1_360x360.png', 'height': 360, 'width': 360}]",,,1 kilo,,,,,,,,,,,,,,,,,
87,188503PAK,Jumbo - Roomboter Croissants Voorgebakken - 4 Stuks,"[{'defaultAmount': 1, 'minimumAmount': 1, 'amountStep': 1, 'unit': 'pieces', 'maximumAmount': 99}]",True,Product,[],False,[],False,EUR,99,piece,EUR,25.0,"[{'url': 'https://ish-images-static.prod.cloud.jumbo.com/product_images/230720202352_188503PAK-1_360x360.png', 'height': 360, 'width': 360}]",https://www.jumbo.com/INTERSHOP/static/WFS/Jumbo-Site/Grocery/Jumbo-Grocery/nl_NL/PIMProductBadge/alp.png?test,https://www.jumbo.com/INTERSHOP/static/WFS/Jumbo-Site/Grocery/Jumbo-Grocery/nl_NL/PIMProductBadge/alp.png?test,180 g,,,,,,,,,,,,,,,,,
88,221138STK,Jumbo IJsbergsla,"[{'defaultAmount': 1, 'minimumAmount': 1, 'amountStep': 1, 'unit': 'pieces', 'maximumAmount': 99}]",True,Product,[],False,[],False,EUR,85,piece,EUR,85.0,"[{'url': 'https://ish-images-static.prod.cloud.jumbo.com/product_images/140520191243_221138STK-1_360x360.png', 'height': 360, 'width': 360}]",https://www.jumbo.com/INTERSHOP/static/WFS/Jumbo-Site/Grocery/Jumbo-Grocery/nl_NL/PIMProductBadge/alp.png?test,https://www.jumbo.com/INTERSHOP/static/WFS/Jumbo-Site/Grocery/Jumbo-Grocery/nl_NL/PIMProductBadge/alp.png?test,,,,,,,,,,,,,,,,,,
89,212656ZK,Jumbo Aardappelkroketjes 600g,"[{'defaultAmount': 1, 'minimumAmount': 1, 'amountStep': 1, 'unit': 'pieces', 'maximumAmount': 99}]",True,Product,[],False,['https://www.jumbo.com/INTERSHOP/static/WFS/Jumbo-Site/Grocery/Jumbo-Grocery/nl_NL/PIMProductBadge/sticker-freeze-51x51.png'],False,EUR,100,kg,EUR,167.0,"[{'url': 'https://ish-images-static.prod.cloud.jumbo.com/product_images/110520191844_212656ZK-1_360x360.png', 'height': 360, 'width': 360}]",https://www.jumbo.com/INTERSHOP/static/WFS/Jumbo-Site/Grocery/Jumbo-Grocery/nl_NL/PIMProductBadge/alp.png?test,https://www.jumbo.com/INTERSHOP/static/WFS/Jumbo-Site/Grocery/Jumbo-Grocery/nl_NL/PIMProductBadge/alp.png?test,600 g,,,,,,,,,,,,,,,,,
90,75728PAK,Chocomel Halfvol 1L,"[{'defaultAmount': 1, 'minimumAmount': 1, 'amountStep': 1, 'unit': 'pieces', 'maximumAmount': 99}]",True,Product,[],False,[],False,EUR,183,l,EUR,183.0,"[{'url': 'https://ish-images-static.prod.cloud.jumbo.com/product_images/221120212158_75728PAK-1_360x360.png', 'height': 360, 'width': 360}]",,,1 LITER,,,,,,,,,,,,,,,,,
91,213587PAK,Jumbo Slagroom Houdbaar 200ml,"[{'defaultAmount': 1, 'minimumAmount': 1, 'amountStep': 1, 'unit': 'pieces', 'maximumAmount': 99}]",True,Product,[],False,[],False,EUR,81,l,EUR,405.0,"[{'url': 'https://ish-images-static.prod.cloud.jumbo.com/product_images/021120211537_213587PAK-1_360x360.png', 'height': 360, 'width': 360}]",https://www.jumbo.com/INTERSHOP/static/WFS/Jumbo-Site/Grocery/Jumbo-Grocery/nl_NL/PIMProductBadge/alp.png?test,https://www.jumbo.com/INTERSHOP/static/WFS/Jumbo-Site/Grocery/Jumbo-Grocery/nl_NL/PIMProductBadge/alp.png?test,200 ml,,,,,,,,,,,,,,,,,
92,203773STK,Jumbo Jong Belegen Kaas 48+ Plakken 400 g - Voordeelverpakking,"[{'defaultAmount': 1, 'minimumAmount': 1, 'amountStep': 1, 'unit': 'pieces', 'maximumAmount': 99}]",True,Product,[],False,[],False,EUR,435,kg,EUR,1088.0,"[{'url': 'https://ish-images-static.prod.cloud.jumbo.com/product_images/140920190454_203773STK-1_360x360.png', 'height': 360, 'width': 360}]",,,400 g,,,,,,,,,,,,,,,,,
93,300146STK,Jumbo - Fijn Volkoren Brood,"[{'defaultAmount': 1, 'minimumAmount': 1, 'amountStep': 1, 'unit': 'pieces', 'maximumAmount': 99}]",True,Product,[],False,[],False,EUR,100,piece,EUR,100.0,"[{'url': 'https://ish-images-static.prod.cloud.jumbo.com/product_images/290720200446_300146STK-1_360x360.png', 'height': 360, 'width': 360}]",,,,,,,,,,,,,,,,,,,,
94,75210PAK,Jumbo Grillworst 150g,"[{'defaultAmount': 1, 'minimumAmount': 1, 'amountStep': 1, 'unit': 'pieces', 'maximumAmount': 99}]",True,Product,"['439494STK', '63109PAK', '257160PAK', '203801PAK', '218845PAK']",False,['https://www.jumbo.com/INTERSHOP/static/WFS/Jumbo-Site/Grocery/Jumbo-Grocery/nl_NL/PIMProductBadge/tht-5+.png'],False,EUR,197,kg,EUR,1313.0,"[{'url': 'https://ish-images-static.prod.cloud.jumbo.com/product_images/101220200541_75210PAK-1_360x360.png', 'height': 360, 'width': 360}]",https://www.jumbo.com/INTERSHOP/web/WFS/Jumbo-Grocery-Site/nl_NL/-/EUR/ViewPromotionAttachment-OpenFile?LocaleId=nl_NL&DirectoryPath=0003-Kies%26Mix&FileName=Kies%20%26%20Mix.png&UnitName=Jumbo-Grocery,https://www.jumbo.com/INTERSHOP/web/WFS/Jumbo-Grocery-Site/nl_NL/-/EUR/ViewPromotionAttachment-OpenFile?LocaleId=nl_NL&DirectoryPath=0003-Kies%26Mix&FileName=Kies%20%26%20Mix.png&UnitName=Jumbo-Grocery,150 g,km_vleeswaren,Kies & Mix voorverpakte vleeswaren,Kies & Mix voorverpakte vleeswaren,https://www.jumbo.com/INTERSHOP/static/WFS/Jumbo-Grocery-Site/-/Jumbo-Grocery/nl_NL/Images_Aanbiedingen/2021/KM-VVP%20vleeswaren-8-7.png,1637881260000.0,1641337140000.0,Geldig vanaf vr 26 nov. t/m di 4 jan. 2022,2 verpakkingen met kies en mix sticker à 100-155 gram,False,"[{'type': 'tag', 'text': '2 voor 3,50 euro'}]",https://www.jumbo.com/INTERSHOP/web/WFS/Jumbo-Grocery-Site/nl_NL/-/EUR/ViewPromotionAttachment-OpenFile?LocaleId=nl_NL&DirectoryPath=0003-Kies%26Mix&FileName=Kies%20%26%20Mix.png&UnitName=Jumbo-Grocery,[],True,,,,
95,18634PAK,Jumbo Halfvolle Koffiemelk Mild Pak 465ml,"[{'defaultAmount': 1, 'minimumAmount': 1, 'amountStep': 1, 'unit': 'pieces', 'maximumAmount': 99}]",True,Product,[],False,[],False,EUR,66,l,EUR,142.0,"[{'url': 'https://ish-images-static.prod.cloud.jumbo.com/product_images/100720191404_18634PAK-1_360x360.png', 'height': 360, 'width': 360}]",https://www.jumbo.com/INTERSHOP/static/WFS/Jumbo-Site/Grocery/Jumbo-Grocery/nl_NL/PIMProductBadge/alp.png?test,https://www.jumbo.com/INTERSHOP/static/WFS/Jumbo-Site/Grocery/Jumbo-Grocery/nl_NL/PIMProductBadge/alp.png?test,465 ml,,,,,,,,,,,,,,,,,
96,435108PAK,Jumbo Toiletpapier Zacht & Sterk 3-Laags 10 Rollen,"[{'defaultAmount': 1, 'minimumAmount': 1, 'amountStep': 1, 'unit': 'pieces', 'maximumAmount': 99}]",True,Product,[],False,[],False,EUR,321,piece,EUR,32.0,"[{'url': 'https://ish-images-static.prod.cloud.jumbo.com/product_images/280520211052_435108PAK-1_360x360.png', 'height': 360, 'width': 360}]",,,10 rollen,,,,,,,,,,,,,,,,,
97,466111DS,Jumbo Kakelverse Scharreleieren L 12 Stuks,"[{'defaultAmount': 1, 'minimumAmount': 1, 'amountStep': 1, 'unit': 'pieces', 'maximumAmount': 99}]",True,Product,[],False,['https://www.jumbo.com/INTERSHOP/static/WFS/Jumbo-Site/Grocery/Jumbo-Grocery/nl_NL/PIMProductBadge/tht-10+.png'],False,EUR,374,piece,EUR,31.0,"[{'url': 'https://ish-images-static.prod.cloud.jumbo.com/product_images/221020211356_460146DS-1_360x360.png', 'height': 360, 'width': 360}]",,,,,,,,,,,,,,,,,,,,
98,181219STK,Lay's Paprika Chips 335gr,"[{'defaultAmount': 1, 'minimumAmount': 1, 'amountStep': 1, 'unit': 'pieces', 'maximumAmount': 99}]",True,Product,[],False,[],False,EUR,177,kg,EUR,528.0,"[{'url': 'https://ish-images-static.prod.cloud.jumbo.com/product_images/020320210053_181219STK-1_360x360.png', 'height': 360, 'width': 360}]",,,335 Gram,,,,,,,,,,,,,,,,,
99,189102STK,Jumbo Kookroom 20% Vet 250ml,"[{'defaultAmount': 1, 'minimumAmount': 1, 'amountStep': 1, 'unit': 'pieces', 'maximumAmount': 99}]",True,Product,[],False,[],False,EUR,64,l,EUR,256.0,"[{'url': 'https://ish-images-static.prod.cloud.jumbo.com/product_images/041120211754_189102STK-1_360x360.png', 'height': 360, 'width': 360}]",https://www.jumbo.com/INTERSHOP/static/WFS/Jumbo-Site/Grocery/Jumbo-Grocery/nl_NL/PIMProductBadge/alp.png?test,https://www.jumbo.com/INTERSHOP/static/WFS/Jumbo-Site/Grocery/Jumbo-Grocery/nl_NL/PIMProductBadge/alp.png?test,250 ml,,,,,,,,,,,,,,,,,
100,87867BAK,Jumbo Rundergehakt Mager 350g,"[{'defaultAmount': 1, 'minimumAmount': 1, 'amountStep': 1, 'unit': 'pieces', 'maximumAmount': 99}]",True,Product,"['270734STK', '93710PAK', '166298ZK', '283607STK', '211779PAK']",False,['https://www.jumbo.com/INTERSHOP/static/WFS/Jumbo-Site/Grocery/Jumbo-Grocery/nl_NL/PIMProductBadge/tht-3+.png'],False,EUR,349,kg,EUR,997.0,"[{'url': 'https://ish-images-static.prod.cloud.jumbo.com/product_images/160120191203_87867BAK-1_360x360.png', 'height': 360, 'width': 360}]",,,350 g,,,,,,,,,,,,,,,,,
101,141214DS,Jumbo Frambozen 125g,"[{'defaultAmount': 1, 'minimumAmount': 1, 'amountStep': 1, 'unit': 'pieces', 'maximumAmount': 99}]",True,Product,[],False,[],False,EUR,279,kg,EUR,2232.0,"[{'url': 'https://ish-images-static.prod.cloud.jumbo.com/product_images/250320201447_159398DS-1_360x360.png', 'height': 360, 'width': 360}]",https://www.jumbo.com/INTERSHOP/web/WFS/Jumbo-Grocery-Site/nl_NL/-/EUR/ViewPromotionAttachment-OpenFile?LocaleId=nl_NL&DirectoryPath=0003-Kies%26Mix&FileName=Kies%20%26%20Mix.png&UnitName=Jumbo-Grocery,https://www.jumbo.com/INTERSHOP/web/WFS/Jumbo-Grocery-Site/nl_NL/-/EUR/ViewPromotionAttachment-OpenFile?LocaleId=nl_NL&DirectoryPath=0003-Kies%26Mix&FileName=Kies%20%26%20Mix.png&UnitName=Jumbo-Grocery,125 g,2567023-C-1,Kies & mix fruit,Kies & mix fruit,https://www.jumbo.com/INTERSHOP/static/WFS/Jumbo-Grocery-Site/-/Jumbo-Grocery/nl_NL/Images_Aanbiedingen/2021/Seizoen/SA13/Kies%20en%20Mix%20Fruit_280px.png,1638918060000.0,1641337199000.0,Geldig vanaf wo 8 dec. t/m di 4 jan. 2022,"Kanzi appels zak 1 kilo, mandarijnen net 1 kilo, blauwe bessen of frambozen bakje 125 gram",False,"[{'type': 'tag', 'text': '3 voor € 5,00'}]",https://www.jumbo.com/INTERSHOP/web/WFS/Jumbo-Grocery-Site/nl_NL/-/EUR/ViewPromotionAttachment-OpenFile?LocaleId=nl_NL&DirectoryPath=0003-Kies%26Mix&FileName=Kies%20%26%20Mix.png&UnitName=Jumbo-Grocery,[],True,,,,
102,383449CUP,Jumbo Goed Begin 500g,"[{'defaultAmount': 1, 'minimumAmount': 1, 'amountStep': 1, 'unit': 'pieces', 'maximumAmount': 99}]",True,Product,[],False,[],False,EUR,105,kg,EUR,210.0,"[{'url': 'https://ish-images-static.prod.cloud.jumbo.com/product_images/081020200103_383449CUP-1_360x360.png', 'height': 360, 'width': 360}]",https://www.jumbo.com/INTERSHOP/static/WFS/Jumbo-Site/Grocery/Jumbo-Grocery/nl_NL/PIMProductBadge/alp.png?test,https://www.jumbo.com/INTERSHOP/static/WFS/Jumbo-Site/Grocery/Jumbo-Grocery/nl_NL/PIMProductBadge/alp.png?test,500 g,,,,,,,,,,,,,,,,,
103,67633PAK,Van Gilse Poedersuiker 250g,"[{'defaultAmount': 1, 'minimumAmount': 1, 'amountStep': 1, 'unit': 'pieces', 'maximumAmount': 50}]",False,Product,[],False,[],False,EUR,84,kg,EUR,336.0,"[{'url': 'https://ish-images-static.prod.cloud.jumbo.com/product_images/090720190506_67633PAK-1_360x360.png', 'height': 360, 'width': 360}]",,,250 g,,,,,,,,,,,,,,UNAVAILABLE,ON_HOLD,,
104,304661BAK,Jumbo Champignons Voordeelverpakking 400g,"[{'defaultAmount': 1, 'minimumAmount': 1, 'amountStep': 1, 'unit': 'pieces', 'maximumAmount': 99}]",True,Product,[],False,[],False,EUR,165,kg,EUR,413.0,"[{'url': 'https://ish-images-static.prod.cloud.jumbo.com/product_images/160620212252_304661BAK-1_360x360.png', 'height': 360, 'width': 360}]",https://www.jumbo.com/INTERSHOP/static/WFS/Jumbo-Site/Grocery/Jumbo-Grocery/nl_NL/PIMProductBadge/alp.png?test,https://www.jumbo.com/INTERSHOP/static/WFS/Jumbo-Site/Grocery/Jumbo-Grocery/nl_NL/PIMProductBadge/alp.png?test,400 g,,,,,,,,,,,,,,,,,
105,317201KGR,Jumbo Boterhamworst 130g,"[{'defaultAmount': 1, 'minimumAmount': 1, 'amountStep': 1, 'unit': 'pieces', 'maximumAmount': 99}]",True,Product,"['214136KGR', '220433KGR', '186661KGR', '440791KGR', '188113KGR']",False,['https://www.jumbo.com/INTERSHOP/static/WFS/Jumbo-Site/Grocery/Jumbo-Grocery/nl_NL/PIMProductBadge/tht-7+.png'],False,EUR,150,kg,EUR,1154.0,"[{'url': 'https://ish-images-static.prod.cloud.jumbo.com/product_images/240620200253_317201KGR-1_360x360.png', 'height': 360, 'width': 360}]",,,,,,,,,,,,,,,,,,,,
106,354500STK,Jumbo IJsbergsla en Cherry Tomaten,"[{'defaultAmount': 1, 'minimumAmount': 1, 'amountStep': 1, 'unit': 'pieces', 'maximumAmount': 99}]",True,RetailSet,[],False,[],False,EUR,189,,,,"[{'url': 'https://ish-images-static.prod.cloud.jumbo.com/product_images/310120201406_354500STK-1_360x360.png', 'height': 360, 'width': 360}]",,,,,,,,,,,,,,,,,,,,
107,212386ZK,Jumbo IJsbergsla 200g,"[{'defaultAmount': 1, 'minimumAmount': 1, 'amountStep': 1, 'unit': 'pieces', 'maximumAmount': 99}]",True,Product,[],False,['https://www.jumbo.com/INTERSHOP/static/WFS/Jumbo-Site/Grocery/Jumbo-Grocery/nl_NL/PIMProductBadge/tht-3+.png'],False,EUR,100,kg,EUR,500.0,"[{'url': 'https://ish-images-static.prod.cloud.jumbo.com/product_images/160120191131_212386ZK-1_360x360.png', 'height': 360, 'width': 360}]",https://www.jumbo.com/INTERSHOP/static/WFS/Jumbo-Site/Grocery/Jumbo-Grocery/nl_NL/PIMProductBadge/alp.png?test,https://www.jumbo.com/INTERSHOP/static/WFS/Jumbo-Site/Grocery/Jumbo-Grocery/nl_NL/PIMProductBadge/alp.png?test,200 g,,,,,,,,,,,,,,,,,
108,213760TRA,Jumbo Mini Biefstuk Gemarineerd 4 Stuks 120g,"[{'defaultAmount': 1, 'minimumAmount': 1, 'amountStep': 1, 'unit': 'pieces', 'maximumAmount': 99}]",True,Product,"['308439BAK', '213820TRA', '213763TRA', '308440BAK', '213686TRA']",False,"['https://www.jumbo.com/INTERSHOP/static/WFS/Jumbo-Site/Grocery/Jumbo-Grocery/nl_NL/PIMProductBadge/tht-3+.png', 'https://www.jumbo.com/INTERSHOP/static/WFS/Jumbo-Site/Grocery/Jumbo-Grocery/nl_NL/PIMProductBadge/kerst.png']",False,EUR,300,kg,EUR,2500.0,"[{'url': 'https://ish-images-static.prod.cloud.jumbo.com/product_images/130920211655_213760TRA-1_360x360.png', 'height': 360, 'width': 360}]",https://www.jumbo.com/INTERSHOP/web/WFS/Jumbo-Grocery-Site/nl_NL/-/EUR/ViewPromotionAttachment-OpenFile?LocaleId=nl_NL&DirectoryPath=0003-Kies%26Mix&FileName=Kies%20%26%20Mix.png&UnitName=Jumbo-Grocery,https://www.jumbo.com/INTERSHOP/web/WFS/Jumbo-Grocery-Site/nl_NL/-/EUR/ViewPromotionAttachment-OpenFile?LocaleId=nl_NL&DirectoryPath=0003-Kies%26Mix&FileName=Kies%20%26%20Mix.png&UnitName=Jumbo-Grocery,120 g,1303057-B-1,Kies & Mix Gourmet,Kies & Mix Gourmet,https://www.jumbo.com/INTERSHOP/static/WFS/Jumbo-Grocery-Site/-/Jumbo-Grocery/nl_NL/Images_Aanbiedingen/2021/Weekaanbiedingen/Week%2047/Gourmet%20kerst%202.png,1638486060000.0,1641337140000.0,Geldig vanaf vr 3 dec. t/m di 4 jan. 2022,Diverse artikelen,False,"[{'type': 'tag', 'text': '4+2 gratis'}]",https://www.jumbo.com/INTERSHOP/web/WFS/Jumbo-Grocery-Site/nl_NL/-/EUR/ViewPromotionAttachment-OpenFile?LocaleId=nl_NL&DirectoryPath=0003-Kies%26Mix&FileName=Kies%20%26%20Mix.png&UnitName=Jumbo-Grocery,[],True,,,,
109,338268KGR,Jumbo Achterham 100g,"[{'defaultAmount': 1, 'minimumAmount': 1, 'amountStep': 1, 'unit': 'pieces', 'maximumAmount': 99}]",True,Product,"['376105KGR', '273798KGR', '401902KGR', '220433KGR', '440791KGR']",False,['https://www.jumbo.com/INTERSHOP/static/WFS/Jumbo-Site/Grocery/Jumbo-Grocery/nl_NL/PIMProductBadge/tht-7+.png'],False,EUR,200,kg,EUR,2000.0,"[{'url': 'https://ish-images-static.prod.cloud.jumbo.com/product_images/160120202336_338268KGR-1_360x360.png', 'height': 360, 'width': 360}]",,,,,,,,,,,,,,,,,,,,
110,87441KRT,Heineken Premium Pilsener Bier Fles Krat 24 x 30cl,"[{'defaultAmount': 1, 'minimumAmount': 1, 'amountStep': 1, 'unit': 'pieces', 'maximumAmount': 20}]",True,Product,[],False,[],False,EUR,1699,l,EUR,236.0,"[{'url': 'https://ish-images-static.prod.cloud.jumbo.com/product_images/021220210841_87441KRT-1_360x360.png', 'height': 360, 'width': 360}]",,,24 x 30 cl,,,,,,,,,,,,,,,,,
111,335215BAK,Goudse Kaas Jong 48+ Plakken Voordeelverpakking 400g,"[{'defaultAmount': 1, 'minimumAmount': 1, 'amountStep': 1, 'unit': 'pieces', 'maximumAmount': 99}]",True,Product,[],False,[],False,EUR,299,kg,EUR,748.0,"[{'url': 'https://ish-images-static.prod.cloud.jumbo.com/product_images/170620200231_335215BAK-1_360x360.png', 'height': 360, 'width': 360}]",https://www.jumbo.com/INTERSHOP/static/WFS/Jumbo-Site/Grocery/Jumbo-Grocery/nl_NL/PIMProductBadge/alp.png?test,https://www.jumbo.com/INTERSHOP/static/WFS/Jumbo-Site/Grocery/Jumbo-Grocery/nl_NL/PIMProductBadge/alp.png?test,400 g,,,,,,,,,,,,,,,,,
112,188610PAK,Jumbo - Witte Petit Pains - 4 Stuks,"[{'defaultAmount': 1, 'minimumAmount': 1, 'amountStep': 1, 'unit': 'pieces', 'maximumAmount': 99}]",True,Product,[],False,[],False,EUR,98,kg,EUR,327.0,"[{'url': 'https://ish-images-static.prod.cloud.jumbo.com/product_images/240720200004_188610PAK-1_360x360.png', 'height': 360, 'width': 360}]",,,300 g,,,,,,,,,,,,,,,,,
