,id,title,link,availableOnline,orderable,propertyIcons,images,itemCatalogId,brand,category,theme,hqId,gtins,summary,descriptionFull,taxonomyId,taxonomies,contributionMargin,control.theme,control.type,price.now,price.unitSize,properties.lifestyle,price.unitInfo.price,price.unitInfo.description,shield.text,shield.theme,price.theme,discount.bonusType,discount.segmentType,discount.theme,discount.startDate,discount.endDate,discount.tieredOffer,price.was,discount.subtitle
39,96271,AH Perssinaasappelen,/producten/product/wi96271/ah-perssinaasappelen,True,True,[],"[{'height': 200, 'width': 200, 'title': 'AH Perssinaasappelen', 'url': 'https://static.ah.nl/image-optimization/static/product/AHI_43545239373837383939_1_200x200_JPG.JPG?options=399,q85', 'ratio': '1-1'}, {'height': 708, 'width': 708, 'title': 'AH Perssinaasappelen', 'url': 'https://static.ah.nl/image-optimization/static/product/AHI_43545239373837383939_1_LowRes_JPG.JPG?options=399,q85', 'ratio': '1-1'}]",27826,AH,"Aardappel, groente, fruit/Verse sinaasappels",ah,101409,"[8710400261889, 8710400019046, 8710400009269, 8710400941798, 8710400245155]",,,1519,"[{'id': 6401, 'name': 'Aardappel, groente, fruit', 'imageSiteTarget': 'app_cat_agf', 'images': [{'height': 400, 'width': 600, 'url': 'https://static.ahold.com//cmgtcontent/media//002304400/000/002304468_002_aardappelen-groente-fruit.png'}], 'shown': True, 'level': 1, 'sortSequence': 1, 'parentIds': [0]}, {'id': 1085, 'name': 'Fruit', 'imageSiteTarget': 'app_cat_fruit', 'images': [{'height': 133, 'width': 200, 'url': 'https://static.ahold.com//cmgtcontent/media//000749000/000/000749062_001_app_cat_fruit.jpg'}], 'shown': True, 'level': 2, 'sortSequence': 2, 'parentIds': [6401]}, {'id': 1005, 'name': 'Sinaasappels, mandarijnen', 'imageSiteTarget': 'app_cat_sinaasappels_citrusfruit', 'images': [{'height': 133, 'width': 200, 'url': 'https://static.ahold.com//cmgtcontent/media//000749200/000/000749228_001_app_cat_sinaasappels_citrusfruit.jpg'}], 'shown': True, 'level': 3, 'sortSequence': 3, 'parentIds': [1085]}, {'id': 4947, 'name': 'Sinaasappels', 'images': [], 'shown': True, 'level': 4, 'sortSequence': 2, 'parentIds': [1005]}, {'id': 1519, 'name': 'Verse sinaasappels', 'images': [], 'shown': True, 'level': 3, 'sortSequence': 1, 'parentIds': [4947, 8381, 6200, 5285]}]",3.0,ah,default,2.99,2 kg,"['zonder_melk', 'zonder_kreeftachtigen', 'zonder_soja', 'zonder_vis', 'zonder_lupine', 'zonder_pindas', 'zonder_mosterd', 'zonder_lactose', 'zonder_sulfiet', 'zonder_sesam', 'dieet_laag_vet', 'dieet_laag_zout', 'zonder_schelpdieren', 'zonder_eieren', 'zonder_noten', 'zonder_selderij', 'zonder_gluten']",1.5,KG,,,,,,,,,,,
40,169688,AH Stamppot aardappelen,/producten/product/wi169688/ah-stamppot-aardappelen,True,True,[],"[{'height': 200, 'width': 200, 'title': 'AH Stamppot aardappelen', 'url': 'https://static.ah.nl/image-optimization/static/product/AHI_434d50303434313235_2_200x200_JPG.JPG?options=399,q85', 'ratio': '1-1'}, {'height': 708, 'width': 708, 'title': 'AH Stamppot aardappelen', 'url': 'https://static.ah.nl/image-optimization/static/product/AHI_434d50303434313235_2_LowRes_JPG.JPG?options=399,q85', 'ratio': '1-1'}]",14645,AH,"Aardappel, groente, fruit/Stamppot aardappelen",ah,647499,[8718265051041],,,10944,"[{'id': 6401, 'name': 'Aardappel, groente, fruit', 'imageSiteTarget': 'app_cat_agf', 'images': [{'height': 400, 'width': 600, 'url': 'https://static.ahold.com//cmgtcontent/media//002304400/000/002304468_002_aardappelen-groente-fruit.png'}], 'shown': True, 'level': 1, 'sortSequence': 1, 'parentIds': [0]}, {'id': 1789, 'name': 'Aardappelen', 'imageSiteTarget': 'app_cat_aardappelen', 'images': [{'height': 133, 'width': 200, 'url': 'https://static.ahold.com//cmgtcontent/media//000918900/000/000918962_001_app_cat_aardappelen.jpg'}], 'shown': True, 'level': 2, 'sortSequence': 3, 'parentIds': [6401]}, {'id': 10942, 'name': 'Aardappel - geschild', 'images': [], 'shown': True, 'level': 3, 'sortSequence': 2, 'parentIds': [1789]}, {'id': 10944, 'name': 'Stamppot aardappelen', 'images': [], 'shown': True, 'level': 4, 'sortSequence': 4, 'parentIds': [10942]}]",31.0,ah,default,1.19,600 g,"['zonder_melk', 'zonder_kreeftachtigen', 'zonder_soja', 'zonder_vis', 'dieet_laag_suiker', 'zonder_lupine', 'zonder_pindas', 'zonder_mosterd', 'zonder_lactose', 'zonder_sulfiet', 'zonder_sesam', 'dieet_laag_vet', 'dieet_laag_zout', 'zonder_schelpdieren', 'zonder_eieren', 'zonder_noten', 'zonder_selderij', 'zonder_gluten']",1.98,KG,,,,,,,,,,,
41,383655,AH  Conference schaal 1 kilo,/producten/product/wi383655/ah-conference-schaal-1-kilo,True,True,"[{'name': 'prijsfavoriet', 'title': 'Prijsfavoriet'}, {'name': 'lokaal', 'title': 'Uit Nederland'}]","[{'height': 200, 'width': 200, 'title': 'AH  Conference schaal 1 kilo', 'url': 'https://static.ah.nl/image-optimization/static/product/AHI_43545236323036373332_1_200x200_JPG.JPG?options=399,q85', 'ratio': '1-1'}, {'height': 708, 'width': 708, 'title': 'AH  Conference schaal 1 kilo', 'url': 'https://static.ah.nl/image-optimization/static/product/AHI_43545236323036373332_1_LowRes_JPG.JPG?options=399,q85', 'ratio': '1-1'}]",260662,AH,"Aardappel, groente, fruit/Peren zoet en aromatisch",ah,842982,[8718906425002],,,1415,"[{'id': 6401, 'name': 'Aardappel, groente, fruit', 'imageSiteTarget': 'app_cat_agf', 'images': [{'height': 400, 'width': 600, 'url': 'https://static.ahold.com//cmgtcontent/media//002304400/000/002304468_002_aardappelen-groente-fruit.png'}], 'shown': True, 'level': 1, 'sortSequence': 1, 'parentIds': [0]}, {'id': 1085, 'name': 'Fruit', 'imageSiteTarget': 'app_cat_fruit', 'images': [{'height': 133, 'width': 200, 'url': 'https://static.ahold.com//cmgtcontent/media//000749000/000/000749062_001_app_cat_fruit.jpg'}], 'shown': True, 'level': 2, 'sortSequence': 2, 'parentIds': [6401]}, {'id': 2563, 'name': 'Peren', 'imageSiteTarget': 'app_cat_peren', 'images': [{'height': 133, 'width': 200, 'url': 'https://static.ahold.com//cmgtcontent/media//000749200/000/000749206_001_app_cat_peren.jpg'}], 'shown': True, 'level': 3, 'sortSequence': 4, 'parentIds': [1085]}, {'id': 4591, 'name': 'Peren (vers)', 'images': [], 'shown': True, 'level': 3, 'sortSequence': 1, 'parentIds': [2563, 5285]}, {'id': 1415, 'name': 'Peren zoet en aromatisch', 'images': [], 'shown': True, 'level': 4, 'sortSequence': 1, 'parentIds': [4591]}]",28.0,ah,default,1.99,1 kg,"['zonder_melk', 'zonder_kreeftachtigen', 'zonder_soja', 'zonder_vis', 'zonder_lupine', 'zonder_pindas', 'zonder_mosterd', 'zonder_lactose', 'zonder_sulfiet', 'zonder_sesam', 'dieet_laag_vet', 'dieet_laag_zout', 'zonder_schelpdieren', 'zonder_eieren', 'zonder_noten', 'zonder_selderij', 'zonder_gluten']",1.99,KG,,,,,,,,,,,
42,123864,AH Tasty Tom trostomaten,/producten/product/wi123864/ah-tasty-tom-trostomaten,True,True,"[{'name': 'lokaal', 'title': 'Uit Nederland'}]","[{'height': 200, 'width': 200, 'title': 'AH Tasty Tom trostomaten', 'url': 'https://static.ah.nl/image-optimization/static/product/AHI_434d5038313836303538_3_200x200_JPG.JPG?options=399,q85', 'ratio': '1-1'}, {'height': 708, 'width': 708, 'title': 'AH Tasty Tom trostomaten', 'url': 'https://static.ah.nl/image-optimization/static/product/AHI_434d5038313836303538_3_LowRes_JPG.JPG?options=399,q85', 'ratio': '1-1'}]",49704,AH,"Aardappel, groente, fruit/Trostomaat - seizoensgroente",ah,501842,"[8710400206347, 8722800077946]",,,5662,"[{'id': 6401, 'name': 'Aardappel, groente, fruit', 'imageSiteTarget': 'app_cat_agf', 'images': [{'height': 400, 'width': 600, 'url': 'https://static.ahold.com//cmgtcontent/media//002304400/000/002304468_002_aardappelen-groente-fruit.png'}], 'shown': True, 'level': 1, 'sortSequence': 1, 'parentIds': [0]}, {'id': 1125, 'name': 'Groente', 'imageSiteTarget': 'app_cat_groente_wortels_prei_broccoli', 'images': [{'height': 133, 'width': 200, 'url': 'https://static.ahold.com//cmgtcontent/media//000752000/000/000752030_001_app_cat_groente_wortels_prei_broccoli.jpg'}], 'shown': True, 'level': 2, 'sortSequence': 1, 'parentIds': [6401]}, {'id': 1763, 'name': 'Tomaat, paprika, mais', 'imageSiteTarget': 'app_cat_groente_tomaten', 'images': [{'height': 133, 'width': 200, 'url': 'https://static.ahold.com//cmgtcontent/media//001444800/000/001444808_001_app_cat_groente_tomaten.jpg'}], 'shown': True, 'level': 3, 'sortSequence': 3, 'parentIds': [1125]}, {'id': 2764, 'name': 'Tomaten', 'images': [], 'shown': True, 'level': 3, 'sortSequence': 1, 'parentIds': [1763, 5281, 5675, 8380]}, {'id': 4987, 'name': 'Trostomaten', 'images': [], 'shown': True, 'level': 4, 'sortSequence': 2, 'parentIds': [2764]}, {'id': 1779, 'name': 'Verse trostomaten', 'images': [], 'shown': True, 'level': 5, 'sortSequence': 1, 'parentIds': [4987]}, {'id': 5662, 'name': 'Trostomaat - seizoensgroente', 'images': [], 'shown': True, 'level': 6, 'sortSequence': 2, 'parentIds': [1779]}]",42.0,ah,default,2.79,380 g,"['zonder_melk', 'zonder_kreeftachtigen', 'zonder_soja', 'zonder_vis', 'dieet_laag_suiker', 'zonder_lupine', 'zonder_pindas', 'zonder_mosterd', 'zonder_lactose', 'zonder_sulfiet', 'zonder_sesam', 'dieet_laag_vet', 'dieet_laag_zout', 'zonder_schelpdieren', 'zonder_eieren', 'zonder_noten', 'zonder_selderij', 'zonder_gluten']",7.36,KG,,,,,,,,,,,
43,455430,AH Nederlandse trostomaten,/producten/product/wi455430/ah-nederlandse-trostomaten,True,True,"[{'name': 'lokaal', 'title': 'Uit Nederland'}]","[{'height': 200, 'width': 200, 'title': 'AH Nederlandse trostomaten', 'url': 'https://static.ah.nl/image-optimization/static/product/AHI_43545239373033333931_2_200x200_JPG.JPG?options=399,q85', 'ratio': '1-1'}, {'height': 708, 'width': 708, 'title': 'AH Nederlandse trostomaten', 'url': 'https://static.ah.nl/image-optimization/static/product/AHI_43545239373033333931_2_LowRes_JPG.JPG?options=399,q85', 'ratio': '1-1'}]",320637,AH,"Aardappel, groente, fruit/Trostomaat",ah,711407,"[8718907050746, 8710400376989]",,,5661,"[{'id': 6401, 'name': 'Aardappel, groente, fruit', 'imageSiteTarget': 'app_cat_agf', 'images': [{'height': 400, 'width': 600, 'url': 'https://static.ahold.com//cmgtcontent/media//002304400/000/002304468_002_aardappelen-groente-fruit.png'}], 'shown': True, 'level': 1, 'sortSequence': 1, 'parentIds': [0]}, {'id': 1125, 'name': 'Groente', 'imageSiteTarget': 'app_cat_groente_wortels_prei_broccoli', 'images': [{'height': 133, 'width': 200, 'url': 'https://static.ahold.com//cmgtcontent/media//000752000/000/000752030_001_app_cat_groente_wortels_prei_broccoli.jpg'}], 'shown': True, 'level': 2, 'sortSequence': 1, 'parentIds': [6401]}, {'id': 1763, 'name': 'Tomaat, paprika, mais', 'imageSiteTarget': 'app_cat_groente_tomaten', 'images': [{'height': 133, 'width': 200, 'url': 'https://static.ahold.com//cmgtcontent/media//001444800/000/001444808_001_app_cat_groente_tomaten.jpg'}], 'shown': True, 'level': 3, 'sortSequence': 3, 'parentIds': [1125]}, {'id': 2764, 'name': 'Tomaten', 'images': [], 'shown': True, 'level': 3, 'sortSequence': 1, 'parentIds': [1763, 5281, 5675, 8380]}, {'id': 4987, 'name': 'Trostomaten', 'images': [], 'shown': True, 'level': 4, 'sortSequence': 2, 'parentIds': [2764]}, {'id': 1779, 'name': 'Verse trostomaten', 'images': [], 'shown': True, 'level': 5, 'sortSequence': 1, 'parentIds': [4987]}, {'id': 5661, 'name': 'Trostomaat', 'images': [], 'shown': True, 'level': 6, 'sortSequence': 1, 'parentIds': [1779]}]",46.0,ah,default,2.39,5 stuks,"['zonder_melk', 'zonder_kreeftachtigen', 'zonder_soja', 'zonder_vis', 'dieet_laag_suiker', 'zonder_lupine', 'zonder_pindas', 'zonder_mosterd', 'zonder_lactose', 'zonder_sulfiet', 'zonder_sesam', 'dieet_laag_vet', 'dieet_laag_zout', 'zonder_schelpdieren', 'zonder_eieren', 'zonder_noten', 'zonder_selderij', 'zonder_gluten']",,,,,,,,,,,,,
44,4076,AH Winterpeen grootverpakking,/producten/product/wi4076/ah-winterpeen-grootverpakking,True,True,"[{'name': 'prijsfavoriet', 'title': 'Prijsfavoriet'}, {'name': 'lokaal', 'title': 'Uit Nederland'}]","[{'height': 200, 'width': 200, 'title': 'AH Winterpeen grootverpakking', 'url': 'https://static.ah.nl/image-optimization/static/product/AHI_43545239383039363732_1_200x200_JPG.JPG?options=399,q85', 'ratio': '1-1'}, {'height': 708, 'width': 708, 'title': 'AH Winterpeen grootverpakking', 'url': 'https://static.ah.nl/image-optimization/static/product/AHI_43545239383039363732_1_LowRes_JPG.JPG?options=399,q85', 'ratio': '1-1'}]",11177,AH,"Aardappel, groente, fruit/Winterpeen",ah,92890,"[8710400200710, 8718907496360, 8722800066995, 8710400200741, 8710766100037, 8722800081837, 8715683000019, 8710766591231, 8710400200734, 8722800081820]",,,1691,"[{'id': 6401, 'name': 'Aardappel, groente, fruit', 'imageSiteTarget': 'app_cat_agf', 'images': [{'height': 400, 'width': 600, 'url': 'https://static.ahold.com//cmgtcontent/media//002304400/000/002304468_002_aardappelen-groente-fruit.png'}], 'shown': True, 'level': 1, 'sortSequence': 1, 'parentIds': [0]}, {'id': 1125, 'name': 'Groente', 'imageSiteTarget': 'app_cat_groente_wortels_prei_broccoli', 'images': [{'height': 133, 'width': 200, 'url': 'https://static.ahold.com//cmgtcontent/media//000752000/000/000752030_001_app_cat_groente_wortels_prei_broccoli.jpg'}], 'shown': True, 'level': 2, 'sortSequence': 1, 'parentIds': [6401]}, {'id': 1709, 'name': 'Wortelen, knollen', 'imageSiteTarget': 'app_cat_groente_wortel', 'images': [{'height': 133, 'width': 200, 'url': 'https://static.ahold.com//cmgtcontent/media//001444800/000/001444820_001_app_cat_groente_wortel.jpg'}], 'shown': True, 'level': 3, 'sortSequence': 8, 'parentIds': [1125]}, {'id': 2701, 'name': 'Wortelen', 'images': [], 'shown': True, 'level': 4, 'sortSequence': 1, 'parentIds': [1709]}, {'id': 1691, 'name': 'Winterpeen', 'images': [], 'shown': True, 'level': 5, 'sortSequence': 3, 'parentIds': [2701]}]",32.0,ah,default,0.85,1 kg,"['zonder_melk', 'zonder_kreeftachtigen', 'zonder_soja', 'zonder_vis', 'dieet_laag_suiker', 'zonder_lupine', 'zonder_pindas', 'zonder_mosterd', 'zonder_lactose', 'zonder_sulfiet', 'zonder_sesam', 'dieet_laag_vet', 'dieet_laag_zout', 'zonder_schelpdieren', 'zonder_eieren', 'zonder_noten', 'zonder_selderij', 'zonder_gluten']",0.85,KG,,,,,,,,,,,
45,104818,AH Biologisch Gember (verse gemberwortel),/producten/product/wi104818/ah-biologisch-gember-verse-gemberwortel,True,True,"[{'name': 'biologisch', 'title': 'Biologisch'}]","[{'height': 200, 'width': 200, 'title': 'AH Biologisch Gember (verse gemberwortel)', 'url': 'https://static.ah.nl/image-optimization/static/product/AHI_43545239363430383534_1_200x200_JPG.JPG?options=399,q85', 'ratio': '1-1'}, {'height': 708, 'width': 708, 'title': 'AH Biologisch Gember (verse gemberwortel)', 'url': 'https://static.ah.nl/image-optimization/static/product/AHI_43545239363430383534_1_LowRes_JPG.JPG?options=399,q85', 'ratio': '1-1'}]",33344,AH Biologisch,"Aardappel, groente, fruit/Gember (vers)",ah,526617,"[8710400186922, 8710400277828]",,,1109,"[{'id': 6401, 'name': 'Aardappel, groente, fruit', 'imageSiteTarget': 'app_cat_agf', 'images': [{'height': 400, 'width': 600, 'url': 'https://static.ahold.com//cmgtcontent/media//002304400/000/002304468_002_aardappelen-groente-fruit.png'}], 'shown': True, 'level': 1, 'sortSequence': 1, 'parentIds': [0]}, {'id': 1628, 'name': 'Kruiden, knoflook, pepers', 'imageSiteTarget': 'app_cat_uien_knoflook_kiemgroente', 'images': [{'height': 133, 'width': 200, 'url': 'https://static.ahold.com//cmgtcontent/media//000749200/000/000749268_001_app_cat_uien_knoflook_kiemgroente.jpg'}], 'shown': True, 'level': 2, 'sortSequence': 4, 'parentIds': [6401]}, {'id': 1109, 'name': 'Gember (vers)', 'images': [], 'shown': True, 'level': 3, 'sortSequence': 4, 'parentIds': [1628, 6005]}]",40.0,ah,default,1.49,150 g,"['zonder_melk', 'zonder_kreeftachtigen', 'zonder_soja', 'zonder_vis', 'dieet_laag_suiker', 'dieet_biologisch', 'zonder_lupine', 'zonder_pindas', 'zonder_mosterd', 'zonder_lactose', 'zonder_sulfiet', 'zonder_sesam', 'dieet_laag_vet', 'dieet_laag_zout', 'zonder_schelpdieren', 'zonder_eieren', 'zonder_noten', 'zonder_selderij', 'zonder_gluten']",9.93,KG,,,,,,,,,,,
46,111781,AH Geschrapte wortel,/producten/product/wi111781/ah-geschrapte-wortel,True,True,"[{'name': 'prijsfavoriet', 'title': 'Prijsfavoriet'}, {'name': 'lokaal', 'title': 'Uit Nederland'}]","[{'height': 200, 'width': 200, 'title': 'AH Geschrapte wortel', 'url': 'https://static.ah.nl/image-optimization/static/product/AHI_43545239373939343634_1_200x200_JPG.JPG?options=399,q85', 'ratio': '1-1'}, {'height': 708, 'width': 708, 'title': 'AH Geschrapte wortel', 'url': 'https://static.ah.nl/image-optimization/static/product/AHI_43545239373939343634_1_LowRes_JPG.JPG?options=399,q85', 'ratio': '1-1'}]",37524,AH,"Aardappel, groente, fruit/Wortelen (vers)",ah,563896,"[8710400301974, 8710400333852]",,,2700,"[{'id': 6401, 'name': 'Aardappel, groente, fruit', 'imageSiteTarget': 'app_cat_agf', 'images': [{'height': 400, 'width': 600, 'url': 'https://static.ahold.com//cmgtcontent/media//002304400/000/002304468_002_aardappelen-groente-fruit.png'}], 'shown': True, 'level': 1, 'sortSequence': 1, 'parentIds': [0]}, {'id': 5159, 'name': 'Snoepgroente', 'imageSiteTarget': 'app_cat_groentesnacks', 'images': [{'height': 133, 'width': 200, 'url': 'https://static.ahold.com//cmgtcontent/media//000918900/000/000918968_001_app_cat_groentesnacks.jpg'}], 'shown': True, 'level': 2, 'sortSequence': 6, 'parentIds': [6401]}, {'id': 2700, 'name': 'Wortelen (vers)', 'images': [], 'shown': True, 'level': 3, 'sortSequence': 5, 'parentIds': [5159, 2701, 8380]}]",13.0,ah,default,1.0,300 g,"['zonder_melk', 'zonder_kreeftachtigen', 'zonder_soja', 'zonder_vis', 'dieet_laag_suiker', 'zonder_lupine', 'zonder_pindas', 'zonder_mosterd', 'zonder_lactose', 'zonder_sulfiet', 'zonder_sesam', 'dieet_laag_vet', 'dieet_laag_zout', 'zonder_schelpdieren', 'zonder_eieren', 'zonder_noten', 'zonder_selderij', 'zonder_gluten']",3.33,KG,,,,,,,,,,,
47,51768,AH Boerenkool,/producten/product/wi51768/ah-boerenkool,True,True,"[{'name': 'lokaal', 'title': 'Uit Nederland'}]","[{'height': 200, 'width': 200, 'title': 'AH Boerenkool', 'url': 'https://static.ah.nl/image-optimization/static/product/AHI_434d50323633333734_1_200x200_JPG.JPG?options=399,q85', 'ratio': '1-1'}, {'height': 708, 'width': 708, 'title': 'AH Boerenkool', 'url': 'https://static.ah.nl/image-optimization/static/product/AHI_434d50323633333734_1_LowRes_JPG.JPG?options=399,q85', 'ratio': '1-1'}]",65136,AH,"Aardappel, groente, fruit/Boerenkool (vers)",ah,44167,[8710400022077],,,941,"[{'id': 6401, 'name': 'Aardappel, groente, fruit', 'imageSiteTarget': 'app_cat_agf', 'images': [{'height': 400, 'width': 600, 'url': 'https://static.ahold.com//cmgtcontent/media//002304400/000/002304468_002_aardappelen-groente-fruit.png'}], 'shown': True, 'level': 1, 'sortSequence': 1, 'parentIds': [0]}, {'id': 1125, 'name': 'Groente', 'imageSiteTarget': 'app_cat_groente_wortels_prei_broccoli', 'images': [{'height': 133, 'width': 200, 'url': 'https://static.ahold.com//cmgtcontent/media//000752000/000/000752030_001_app_cat_groente_wortels_prei_broccoli.jpg'}], 'shown': True, 'level': 2, 'sortSequence': 1, 'parentIds': [6401]}, {'id': 1765, 'name': 'Koolsoorten', 'imageSiteTarget': 'app_cat_groente_rodebiet', 'images': [{'height': 133, 'width': 200, 'url': 'https://static.ahold.com//cmgtcontent/media//001444800/000/001444822_001_app_cat_groente_rodebiet.jpg'}], 'shown': True, 'level': 3, 'sortSequence': 7, 'parentIds': [1125]}, {'id': 5197, 'name': 'Boerenkool', 'images': [], 'shown': True, 'level': 4, 'sortSequence': 2, 'parentIds': [1765]}, {'id': 941, 'name': 'Boerenkool (vers)', 'images': [], 'shown': True, 'level': 3, 'sortSequence': 1, 'parentIds': [5197, 5675]}]",8.0,ah,default,1.49,300 g,"['zonder_melk', 'zonder_kreeftachtigen', 'zonder_soja', 'zonder_vis', 'dieet_laag_suiker', 'zonder_lupine', 'zonder_pindas', 'zonder_mosterd', 'zonder_lactose', 'zonder_sulfiet', 'zonder_sesam', 'dieet_laag_vet', 'dieet_laag_zout', 'zonder_schelpdieren', 'zonder_eieren', 'zonder_noten', 'zonder_selderij', 'zonder_gluten']",4.97,KG,,,,,,,,,,,
48,129684,AH IJsbergsla,/producten/product/wi129684/ah-ijsbergsla,True,True,"[{'name': 'prijsfavoriet', 'title': 'Prijsfavoriet'}, {'name': 'lokaal', 'title': 'Uit Nederland'}]","[{'height': 200, 'width': 200, 'title': 'AH IJsbergsla', 'url': 'https://static.ah.nl/image-optimization/static/product/AHI_434d50323038383834_2_200x200_JPG.JPG?options=399,q85', 'ratio': '1-1'}, {'height': 708, 'width': 708, 'title': 'AH IJsbergsla', 'url': 'https://static.ah.nl/image-optimization/static/product/AHI_434d50323038383834_2_LowRes_JPG.JPG?options=399,q85', 'ratio': '1-1'}]",55327,AH,"Aardappel, groente, fruit/IJsbergsla gesneden",ah,583659,[8710400366522],,,5671,"[{'id': 6401, 'name': 'Aardappel, groente, fruit', 'imageSiteTarget': 'app_cat_agf', 'images': [{'height': 400, 'width': 600, 'url': 'https://static.ahold.com//cmgtcontent/media//002304400/000/002304468_002_aardappelen-groente-fruit.png'}], 'shown': True, 'level': 1, 'sortSequence': 1, 'parentIds': [0]}, {'id': 1125, 'name': 'Groente', 'imageSiteTarget': 'app_cat_groente_wortels_prei_broccoli', 'images': [{'height': 133, 'width': 200, 'url': 'https://static.ahold.com//cmgtcontent/media//000752000/000/000752030_001_app_cat_groente_wortels_prei_broccoli.jpg'}], 'shown': True, 'level': 2, 'sortSequence': 1, 'parentIds': [6401]}, {'id': 7086, 'name': 'Sla, rauwkost, salade', 'imageSiteTarget': 'app_cat_groente_sla', 'images': [{'height': 133, 'width': 200, 'url': 'https://static.ahold.com//cmgtcontent/media//001444800/000/001444818_001_app_cat_groente_sla.jpg'}], 'shown': True, 'level': 3, 'sortSequence': 6, 'parentIds': [1125]}, {'id': 1525, 'name': 'Sla', 'imageSiteTarget': 'app_cat_sla', 'images': [{'height': 133, 'width': 200, 'url': 'https://static.ahold.com//cmgtcontent/media//000749200/000/000749232_001_app_cat_sla.jpg'}], 'shown': True, 'level': 3, 'sortSequence': 1, 'parentIds': [7086, 5675, 8380]}, {'id': 9688, 'name': 'IJsbergsla', 'images': [], 'shown': True, 'level': 4, 'sortSequence': 1, 'parentIds': [1525]}, {'id': 5671, 'name': 'IJsbergsla gesneden', 'imageSiteTarget': 'test_cat_ijsbergsla', 'images': [], 'shown': True, 'level': 5, 'sortSequence': 2, 'parentIds': [9688]}]",15.0,ah,default,1.0,200 g,"['zonder_melk', 'zonder_kreeftachtigen', 'zonder_soja', 'zonder_vis', 'dieet_laag_suiker', 'zonder_lupine', 'zonder_pindas', 'zonder_mosterd', 'zonder_lactose', 'zonder_sulfiet', 'zonder_sesam', 'dieet_laag_vet', 'dieet_laag_zout', 'zonder_schelpdieren', 'zonder_eieren', 'zonder_noten', 'zonder_selderij', 'zonder_gluten']",5.0,KG,,,,,,,,,,,
49,395946,AH Sperziebonen,/producten/product/wi395946/ah-sperziebonen,True,True,"[{'name': 'prijsfavoriet', 'title': 'Prijsfavoriet'}, {'name': 'lokaal', 'title': 'Uit Nederland'}]","[{'height': 200, 'width': 200, 'title': 'AH Sperziebonen', 'url': 'https://static.ah.nl/image-optimization/static/product/AHI_434d50323633343637_1_200x200_JPG.JPG?options=399,q85', 'ratio': '1-1'}, {'height': 708, 'width': 708, 'title': 'AH Sperziebonen', 'url': 'https://static.ah.nl/image-optimization/static/product/AHI_434d50323633343637_1_LowRes_JPG.JPG?options=399,q85', 'ratio': '1-1'}]",270084,AH,"Aardappel, groente, fruit/Sperziebonen (vers)",ah,847344,[8718906478329],,,4043,"[{'id': 6401, 'name': 'Aardappel, groente, fruit', 'imageSiteTarget': 'app_cat_agf', 'images': [{'height': 400, 'width': 600, 'url': 'https://static.ahold.com//cmgtcontent/media//002304400/000/002304468_002_aardappelen-groente-fruit.png'}], 'shown': True, 'level': 1, 'sortSequence': 1, 'parentIds': [0]}, {'id': 1125, 'name': 'Groente', 'imageSiteTarget': 'app_cat_groente_wortels_prei_broccoli', 'images': [{'height': 133, 'width': 200, 'url': 'https://static.ahold.com//cmgtcontent/media//000752000/000/000752030_001_app_cat_groente_wortels_prei_broccoli.jpg'}], 'shown': True, 'level': 2, 'sortSequence': 1, 'parentIds': [6401]}, {'id': 1419, 'name': 'Bonen, peulvruchten', 'imageSiteTarget': 'app_cat_groente_bonen', 'images': [{'height': 133, 'width': 200, 'url': 'https://static.ahold.com//cmgtcontent/media//001444800/000/001444814_001_app_cat_groente_bonen.jpg'}], 'shown': True, 'level': 3, 'sortSequence': 9, 'parentIds': [1125]}, {'id': 1577, 'name': 'Sperziebonen', 'images': [], 'shown': True, 'level': 4, 'sortSequence': 1, 'parentIds': [1419]}, {'id': 4043, 'name': 'Sperziebonen (vers)', 'images': [], 'shown': True, 'level': 3, 'sortSequence': 1, 'parentIds': [1577, 5281, 5675]}]",20.0,bonus,default,1.72,400 g,"['zonder_melk', 'zonder_kreeftachtigen', 'zonder_soja', 'zonder_vis', 'dieet_laag_suiker', 'zonder_lupine', 'zonder_pindas', 'zonder_lactose', 'zonder_sulfiet', 'zonder_sesam', 'dieet_laag_vet', 'dieet_laag_zout', 'zonder_schelpdieren', 'zonder_eieren', 'zonder_noten', 'zonder_gluten']",5.73,KG,25% korting,bonus,bonus,AH,AH,bonus,2021-11-15,2021-11-21,[],2.29,
